Title,Price,Availability,Rating,Price_Category,Sentiment
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,In stock,3,Medium,Negative
The Hunger Games (The Hunger Games #1),29.85,In stock,5,Medium,Neutral
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,In stock,2,Low,Neutral
The Gunning of America: Business and the Making of American Gun Culture,16.81,In stock,4,Low,Neutral
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,In stock,2,Medium,Neutral
The Demonists (Demonist #1),52.11,In stock,2,High,Neutral
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,In stock,2,Medium,Neutral
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,In stock,3,High,Neutral
The Beast (Black Dagger Brotherhood #14),46.08,In stock,5,High,Negative
Some Women,13.73,In stock,5,Low,Neutral
Shopaholic Ties the Knot (Shopaholic #3),48.39,In stock,5,High,Neutral
Paper and Fire (The Great Library #2),49.45,In stock,5,High,Positive
Outlander (Outlander #1),19.67,In stock,5,Low,Neutral
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,In stock,3,Low,Neutral
No One Here Gets Out Alive,20.02,In stock,5,Medium,Positive
Night Shift (Night Shift #1-20),12.75,In stock,4,Low,Neutral
Needful Things,47.51,In stock,4,High,Neutral
Mockingjay (The Hunger Games #3),20.44,In stock,4,Medium,Neutral
Misery,34.79,In stock,2,Medium,Neutral
Little Women (Little Women #1),28.07,In stock,4,Medium,Negative
It,25.01,In stock,3,Medium,Neutral
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,In stock,3,Low,Neutral
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,In stock,4,Medium,Neutral
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,In stock,4,Medium,Neutral
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,In stock,5,High,Neutral
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,In stock,1,Low,Neutral
Gone with the Wind,32.49,In stock,3,Medium,Neutral
God Is Not Great: How Religion Poisons Everything,27.8,In stock,1,Medium,Negative
Girl With a Pearl Earring,26.77,In stock,1,Medium,Neutral
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,In stock,4,High,Neutral
Far From True (Promise Falls Trilogy #2),34.93,In stock,2,Medium,Positive
Dark Lover (Black Dagger Brotherhood #1),12.87,In stock,1,Low,Negative
Confessions of a Shopaholic (Shopaholic #1),48.94,In stock,2,High,Neutral
Changing the Game (Play by Play #2),13.38,In stock,3,Low,Negative
Candide,58.63,In stock,3,High,Neutral
Can You Keep a Secret?,21.94,In stock,1,Medium,Negative
Atlas Shrugged,26.58,In stock,5,Medium,Neutral
Animal Farm,57.22,In stock,3,High,Neutral
A Walk to Remember,56.43,In stock,1,High,Neutral
A New Earth: Awakening to Your Life's Purpose,55.65,In stock,5,High,Positive
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,In stock,1,Medium,Neutral
'Salem's Lot,49.56,In stock,4,High,Neutral
Zero History (Blue Ant #3),34.77,In stock,1,Medium,Neutral
Wuthering Heights,17.73,In stock,3,Low,Neutral
World War Z: An Oral History of the Zombie War,21.8,In stock,1,Medium,Neutral
Wild: From Lost to Found on the Pacific Crest Trail,46.02,In stock,3,High,Positive
"Where'd You Go, Bernadette",18.13,In stock,1,Low,Neutral
When You Are Engulfed in Flames,30.89,In stock,5,Medium,Neutral
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,In stock,3,Medium,Neutral
We Are All Completely Beside Ourselves,24.04,In stock,1,Medium,Positive
Walk the Edge (Thunder Road #2),32.36,In stock,3,Medium,Neutral
Voyager (Outlander #3),21.07,In stock,5,Medium,Neutral
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,In stock,3,High,Positive
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,In stock,2,Low,Neutral
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,In stock,1,High,Neutral
Under the Banner of Heaven: A Story of Violent Faith,30.0,In stock,1,Medium,Negative
Two Boys Kissing,32.74,In stock,2,Medium,Neutral
Twilight (Twilight #1),41.93,In stock,2,High,Neutral
Twenties Girl,42.8,In stock,2,High,Neutral
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,In stock,1,High,Negative
Three-Martini Lunch,23.21,In stock,3,Medium,Neutral
"Thinking, Fast and Slow",21.14,In stock,1,Medium,Negative
The Wild Robot,56.07,In stock,3,High,Positive
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,In stock,3,Low,Neutral
The Undomestic Goddess,45.75,In stock,4,High,Neutral
The Travelers,15.77,In stock,1,Low,Neutral
The Tipping Point: How Little Things Can Make a Big Difference,10.02,In stock,2,Low,Negative
The Thing About Jellyfish,48.77,In stock,1,High,Neutral
The Stand,57.86,In stock,2,High,Neutral
The Smitten Kitchen Cookbook,23.59,In stock,1,Medium,Neutral
The Silkworm (Cormoran Strike #2),23.05,In stock,5,Medium,Neutral
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,In stock,5,High,Neutral
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,In stock,4,High,Positive
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,In stock,1,Medium,Negative
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,In stock,3,High,Neutral
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,In stock,1,Low,Neutral
The Rest Is Noise: Listening to the Twentieth Century,34.77,In stock,1,Medium,Neutral
The Red Tent,35.66,In stock,5,Medium,Neutral
The Purpose Driven Life: What on Earth Am I Here for?,37.19,In stock,3,Medium,Neutral
The Purest Hook (Second Circle Tattoos #3),12.25,In stock,1,Low,Neutral
The Picture of Dorian Gray,29.7,In stock,2,Medium,Neutral
The Paris Wife,36.8,In stock,3,Medium,Neutral
The Obsession,45.43,In stock,1,High,Neutral
The Nightingale,26.26,In stock,4,Medium,Neutral
The New Guy (and Other Senior Year Distractions),44.92,In stock,3,High,Positive
The Nanny Diaries (Nanny #1),52.53,In stock,5,High,Neutral
The Name of God is Mercy,37.25,In stock,2,Medium,Neutral
The Maze Runner (The Maze Runner #1),20.93,In stock,1,Medium,Neutral
The Lover's Dictionary,58.09,In stock,2,High,Neutral
The Lonely Ones,43.59,In stock,5,High,Negative
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,In stock,3,Medium,Positive
The Last Painting of Sara de Vos,55.55,In stock,2,High,Neutral
"The Land of 10,000 Madonnas",29.64,In stock,4,Medium,Neutral
The Infinities,27.41,In stock,1,Medium,Neutral
The Husband's Secret,52.51,In stock,5,High,Negative
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,In stock,3,High,Neutral
The Guns of August,14.54,In stock,2,Low,Neutral
The Guernsey Literary and Potato Peel Pie Society,49.53,In stock,1,High,Positive
The Goldfinch,43.58,In stock,3,High,Neutral
The Giver (The Giver Quartet #1),12.3,In stock,1,Low,Neutral
The Girl with All the Gifts,49.47,In stock,3,High,Neutral
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,In stock,2,Medium,Neutral
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,In stock,1,High,Neutral
The Exiled,43.45,In stock,3,High,Neutral
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,In stock,4,Medium,Neutral
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,In stock,4,Low,Positive
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,In stock,5,High,Positive
The Devil Wears Prada (The Devil Wears Prada #1),44.29,In stock,1,High,Neutral
The Demon-Haunted World: Science as a Candle in the Dark,52.25,In stock,4,High,Negative
The Day the Crayons Came Home (Crayons),26.33,In stock,5,Medium,Neutral
The Da Vinci Code (Robert Langdon #2),22.96,In stock,2,Medium,Neutral
The Cuckoo's Calling (Cormoran Strike #1),19.21,In stock,1,Low,Neutral
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,In stock,4,Medium,Positive
The Complete Poems,41.32,In stock,5,High,Positive
The Catcher in the Rye,24.55,In stock,1,Medium,Neutral
The Cat in the Hat (Beginner Books B-1),16.26,In stock,2,Low,Neutral
The Case for Christ (Cases for Christianity),47.84,In stock,1,High,Neutral
The Book Thief,53.49,In stock,2,High,Neutral
The Book of Basketball: The NBA According to The Sports Guy,44.84,In stock,5,High,Neutral
The Blind Side: Evolution of a Game,53.71,In stock,5,High,Negative
The Autobiography of Malcolm X,23.43,In stock,2,Medium,Neutral
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,In stock,3,Medium,Positive
The Art of Fielding,22.1,In stock,1,Medium,Neutral
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,In stock,2,Medium,Positive
Stiff: The Curious Lives of Human Cadavers,36.74,In stock,3,Medium,Negative
Spilled Milk: Based on a True Story,49.51,In stock,1,High,Positive
Something Borrowed (Darcy & Rachel #1),48.96,In stock,5,High,Neutral
Something Blue (Darcy & Rachel #2),54.62,In stock,1,High,Neutral
Soldier (Talon #3),24.72,In stock,2,Medium,Neutral
Shopaholic & Baby (Shopaholic #5),46.45,In stock,2,High,Neutral
Seven Days in the Art World,52.33,In stock,2,High,Neutral
Seven Brief Lessons on Physics,30.6,In stock,4,Medium,Neutral
Scarlet (The Lunar Chronicles #2),14.57,In stock,4,Low,Neutral
Sarah's Key,46.29,In stock,1,High,Neutral
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,In stock,5,Medium,Neutral
Running with Scissors,12.91,In stock,4,Low,Neutral
Rogue Lawyer (Rogue Lawyer #1),50.11,In stock,3,High,Neutral
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,In stock,4,High,Neutral
Rework,44.88,In stock,2,High,Neutral
Reservations for Two,11.1,In stock,3,Low,Neutral
Red: The True Story of Red Riding Hood,28.54,In stock,3,Medium,Positive
Ready Player One,19.07,In stock,4,Low,Positive
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,In stock,1,High,Neutral
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,In stock,3,High,Neutral
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,In stock,1,Medium,Neutral
Packing for Mars: The Curious Science of Life in the Void,56.68,In stock,2,High,Negative
Outliers: The Story of Success,14.16,In stock,1,Low,Positive
Original Fake,31.45,In stock,3,Medium,Negative
Orange Is the New Black,24.61,In stock,2,Medium,Negative
One for the Money (Stephanie Plum #1),32.87,In stock,2,Medium,Neutral
Notes from a Small Island (Notes From a Small Island #1),40.17,In stock,1,High,Negative
Night (The Night Trilogy #1),13.51,In stock,1,Low,Neutral
Neither Here nor There: Travels in Europe,38.95,In stock,3,Medium,Neutral
Naked,31.69,In stock,3,Medium,Neutral
Morning Star (Red Rising #3),29.4,In stock,1,Medium,Neutral
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,In stock,1,High,Positive
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,In stock,2,High,Neutral
Me Talk Pretty One Day,57.6,In stock,2,High,Positive
Manuscript Found in Accra,34.98,In stock,2,Medium,Neutral
Lust & Wonder,11.87,In stock,2,Low,Neutral
Lila (Gilead #3),12.47,In stock,3,Low,Neutral
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,In stock,2,Medium,Neutral
Life Without a Recipe,59.04,In stock,5,High,Neutral
Life After Life,26.13,In stock,2,Medium,Neutral
Letter to a Christian Nation,22.2,In stock,1,Medium,Neutral
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,In stock,1,High,Positive
Legend (Legend #1),43.69,In stock,4,High,Neutral
"Lean In: Women, Work, and the Will to Lead",25.02,In stock,1,Medium,Neutral
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,In stock,5,High,Neutral
Lady Renegades (Rebel Belle #3),53.04,In stock,5,High,Neutral
Jurassic Park (Jurassic Park #1),44.97,In stock,1,High,Neutral
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,In stock,1,High,Negative
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,In stock,3,Medium,Negative
Into the Wild,56.7,In stock,5,High,Positive
Inferno (Robert Langdon #4),41.0,In stock,5,High,Neutral
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,In stock,3,Medium,Positive
If I Run (If I Run #1),49.97,In stock,4,High,Neutral
I've Got Your Number,19.69,In stock,1,Low,Neutral
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,In stock,2,Medium,Neutral
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,In stock,3,Medium,Positive
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,In stock,2,High,Neutral
House of Leaves,54.89,In stock,1,High,Neutral
Horrible Bear!,37.52,In stock,2,Medium,Negative
Holidays on Ice,51.07,In stock,2,High,Neutral
Heir to the Sky,44.07,In stock,4,High,Neutral
Green Eggs and Ham (Beginner Books B-16),10.79,In stock,4,Low,Negative
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,In stock,1,High,Neutral
Gratitude,26.66,In stock,5,Medium,Neutral
Gone Girl,37.6,In stock,5,Medium,Neutral
Golden (Heart of Dread #3),42.21,In stock,4,High,Positive
Girl in the Blue Coat,46.83,In stock,2,High,Neutral
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,In stock,2,High,Neutral
"Friday Night Lights: A Town, a Team, and a Dream",51.22,In stock,3,High,Neutral
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,In stock,4,Medium,Neutral
Fifty Shades Freed (Fifty Shades #3),15.36,In stock,5,Low,Neutral
Fellside,38.62,In stock,1,Medium,Neutral
Extreme Prey (Lucas Davenport #26),25.4,In stock,3,Medium,Negative
Eragon (The Inheritance Cycle #1),43.87,In stock,3,High,Neutral
Eclipse (Twilight #3),18.74,In stock,1,Low,Neutral
Dune (Dune #1),54.86,In stock,1,High,Neutral
Dracula,52.62,In stock,3,High,Neutral
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,In stock,1,High,Neutral
Disrupted: My Misadventure in the Start-Up Bubble,15.28,In stock,5,Low,Neutral
Dead Wake: The Last Crossing of the Lusitania,39.24,In stock,5,Medium,Negative
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,In stock,1,Low,Neutral
Darkfever (Fever #1),56.02,In stock,1,High,Neutral
Dark Places,23.9,In stock,5,Medium,Negative
Crazy Rich Asians (Crazy Rich Asians #1),49.13,In stock,5,High,Negative
Counting Thyme,10.62,In stock,1,Low,Neutral
Cosmos,36.17,In stock,2,Medium,Neutral
Civilization and Its Discontents,59.95,In stock,2,High,Neutral
Cinder (The Lunar Chronicles #1),26.09,In stock,1,Medium,Neutral
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,In stock,2,Medium,Positive
Career of Evil (Cormoran Strike #3),24.72,In stock,2,Medium,Negative
Breaking Dawn (Twilight #4),35.28,In stock,5,Medium,Neutral
Brave Enough,51.32,In stock,5,High,Positive
Boy Meets Boy,21.12,In stock,3,Medium,Neutral
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,In stock,2,Medium,Positive
Blink: The Power of Thinking Without Thinking,21.74,In stock,5,Medium,Neutral
Black Flags: The Rise of ISIS,40.87,In stock,1,High,Negative
"Black Butler, Vol. 1 (Black Butler #1)",49.31,In stock,1,High,Negative
Big Little Lies,22.11,In stock,1,Medium,Negative
Between Shades of Gray,20.79,In stock,5,Medium,Neutral
Best of My Love (Fool's Gold #20),27.41,In stock,2,Medium,Positive
Beowulf,38.35,In stock,2,Medium,Neutral
Beautiful Creatures (Caster Chronicles #1),21.55,In stock,5,Medium,Positive
Awkward,38.02,In stock,2,Medium,Negative
Ash,22.06,In stock,4,Medium,Neutral
Are We There Yet?,10.66,In stock,3,Low,Neutral
Are We Smart Enough to Know How Smart Animals Are?,56.58,In stock,1,High,Positive
Annie on My Mind,36.83,In stock,5,Medium,Neutral
And Then There Were None,35.01,In stock,2,Medium,Neutral
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,In stock,4,Medium,Neutral
A Visit from the Goon Squad,14.08,In stock,5,Low,Neutral
A Storm of Swords (A Song of Ice and Fire #3),31.22,In stock,2,Medium,Neutral
A Heartbreaking Work of Staggering Genius,54.29,In stock,5,High,Neutral
8 Keys to Mental Health Through Exercise,31.04,In stock,1,Medium,Negative
#GIRLBOSS,50.96,In stock,1,High,Neutral
"The Suffragettes (Little Black Classics, #96)",11.89,In stock,2,Low,Negative
The Sense of an Ending,31.38,In stock,3,Medium,Neutral
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,In stock,1,High,Neutral
The Course of Love,16.78,In stock,3,Low,Positive
Sugar Rush (Offensive Line #2),24.42,In stock,1,Medium,Neutral
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,In stock,3,Low,Neutral
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,In stock,1,Medium,Neutral
New Moon (Twilight #2),12.86,In stock,4,Low,Positive
Life,31.58,In stock,5,Medium,Neutral
Kindle Paperwhite User's Guide,34.0,In stock,3,Medium,Neutral
H is for Hawk,57.42,In stock,5,High,Neutral
Girl Online On Tour (Girl Online #2),53.47,In stock,1,High,Neutral
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,In stock,5,Low,Neutral
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,In stock,4,High,Neutral
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,In stock,4,Low,Neutral
While You Were Mine,41.32,In stock,5,High,Neutral
Where Lightning Strikes (Bleeding Stars #3),39.77,In stock,3,Medium,Neutral
When I'm Gone,51.96,In stock,3,High,Neutral
Ways of Seeing,39.51,In stock,5,Medium,Neutral
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,In stock,1,Low,Neutral
Vampire Girl (Vampire Girl #1),53.82,In stock,2,High,Neutral
Twenty Love Poems and a Song of Despair,30.95,In stock,4,Medium,Positive
Travels with Charley: In Search of America,57.82,In stock,5,High,Neutral
Three Wishes (River of Time: California #1),44.18,In stock,2,High,Neutral
This One Moment (Pushing Limits #1),48.71,In stock,1,High,Neutral
The Zombie Room,19.69,In stock,5,Low,Neutral
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,In stock,2,Medium,Neutral
The Tumor,41.56,In stock,5,High,Neutral
The Story of Hong Gildong,43.19,In stock,4,High,Neutral
The Silent Wife,12.34,In stock,5,Low,Neutral
The Silent Twin (Detective Jennifer Knight #3),36.25,In stock,3,Medium,Neutral
The Selfish Gene,29.45,In stock,1,Medium,Negative
The Secret Healer,34.56,In stock,3,Medium,Negative
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,In stock,3,High,Neutral
The Republic,33.78,In stock,3,Medium,Neutral
The Odyssey,29.64,In stock,3,Medium,Neutral
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,In stock,4,High,Neutral
The Nicomachean Ethics,36.34,In stock,1,Medium,Neutral
The Name of the Wind (The Kingkiller Chronicle #1),50.59,In stock,3,High,Neutral
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,In stock,1,Medium,Neutral
The Little Prince,45.42,In stock,2,High,Negative
The Light of the Fireflies,54.43,In stock,1,High,Positive
The Last Girl (The Dominion Trilogy #1),36.26,In stock,2,Medium,Neutral
The Iliad,16.16,In stock,1,Low,Neutral
The Hook Up (Game On #1),36.29,In stock,5,Medium,Negative
The Haters,27.89,In stock,5,Medium,Neutral
The Girl You Lost,12.29,In stock,5,Low,Neutral
The Girl In The Ice (DCI Erika Foster #1),15.85,In stock,3,Low,Neutral
The End of the Jesus Era (An Investigation #1),14.4,In stock,1,Low,Neutral
The Edge of Reason (Bridget Jones #2),19.18,In stock,4,Low,Neutral
The Complete Maus (Maus #1-2),10.64,In stock,3,Low,Positive
The Communist Manifesto,14.76,In stock,3,Low,Neutral
The Bhagavad Gita,57.49,In stock,3,High,Neutral
The Bette Davis Club,30.66,In stock,3,Medium,Neutral
The Art of Not Breathing,40.83,In stock,4,High,Neutral
Taking Shots (Assassins #1),18.88,In stock,2,Low,Neutral
Starlark,25.83,In stock,3,Medium,Neutral
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,In stock,3,High,Neutral
Sister Sable (The Mad Queen #1),13.33,In stock,3,Low,Negative
Shatter Me (Shatter Me #1),42.4,In stock,1,High,Neutral
Shameless,58.35,In stock,3,High,Neutral
Shadow Rites (Jane Yellowrock #10),21.72,In stock,4,Medium,Neutral
Settling the Score (The Summer Games #1),44.91,In stock,2,High,Neutral
Sense and Sensibility,37.46,In stock,1,Medium,Neutral
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,In stock,1,Medium,Neutral
"Rhythm, Chord & Malykhin",28.34,In stock,2,Medium,Neutral
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,In stock,5,High,Neutral
Paradise Lost (Paradise #1),24.96,In stock,1,Medium,Neutral
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,In stock,4,Medium,Neutral
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,In stock,3,Medium,Positive
Origins (Alphas 0.5),28.99,In stock,1,Medium,Neutral
One Second (Seven #7),52.94,In stock,2,High,Neutral
On the Road (Duluoz Legend),32.36,In stock,3,Medium,Neutral
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,In stock,2,High,Negative
Off Sides (Off #1),39.45,In stock,5,Medium,Neutral
Of Mice and Men,47.11,In stock,2,High,Neutral
Myriad (Prentor #1),58.75,In stock,4,High,Neutral
My Perfect Mistake (Over the Top #1),38.92,In stock,2,Medium,Positive
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,In stock,4,Medium,Negative
Meditations,25.89,In stock,2,Medium,Neutral
Matilda,28.34,In stock,1,Medium,Neutral
Lost Among the Living,27.7,In stock,4,Medium,Neutral
Lord of the Flies,24.89,In stock,3,Medium,Neutral
Listen to Me (Fusion #1),58.99,In stock,3,High,Neutral
Kitchens of the Great Midwest,57.2,In stock,5,High,Positive
Jane Eyre,38.43,In stock,5,Medium,Neutral
Imperfect Harmony,34.74,In stock,4,Medium,Neutral
Icing (Aces Hockey #2),40.44,In stock,4,High,Neutral
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,In stock,3,High,Neutral
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,In stock,4,Medium,Negative
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,In stock,4,High,Neutral
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,In stock,5,High,Neutral
Frankenstein,38.0,In stock,2,Medium,Neutral
Forever Rockers (The Rocker #12),28.8,In stock,3,Medium,Neutral
Fighting Fate (Fighting #6),39.24,In stock,3,Medium,Neutral
Emma,32.93,In stock,2,Medium,Neutral
"Eat, Pray, Love",51.32,In stock,3,High,Positive
Deep Under (Walker Security #1),47.09,In stock,5,High,Neutral
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,In stock,4,Medium,Neutral
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,In stock,3,Medium,Neutral
Charity's Cross (Charles Towne Belles #4),41.24,In stock,1,High,Neutral
Bright Lines,39.07,In stock,5,Medium,Positive
Bridget Jones's Diary (Bridget Jones #1),29.82,In stock,1,Medium,Neutral
Bounty (Colorado Mountain #7),37.26,In stock,4,Medium,Neutral
Blood Defense (Samantha Brinkman #1),20.3,In stock,3,Medium,Neutral
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,In stock,5,Medium,Neutral
Beyond Good and Evil,43.38,In stock,1,High,Negative
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,In stock,1,High,Neutral
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,In stock,4,High,Neutral
A Spy's Devotion (The Regency Spies of London #1),16.97,In stock,5,Low,Neutral
1st to Die (Women's Murder Club #1),53.98,In stock,1,High,Neutral
"1,000 Places to See Before You Die",26.08,In stock,5,Medium,Neutral
